Parameters,Train/Test Split,Dataset Size,Train Accuracy,Test Accuracy
"{'activation_func': 'relu', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'random', 'epochs': 50, 'optimizer': 'sgd', 'learning_rate': 0.05, 'lr_decay_type': 'time', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l2', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6417893790594122,0.6417896792398959
"{'activation_func': 'relu', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'random', 'epochs': 50, 'optimizer': 'sgd', 'learning_rate': 0.05, 'lr_decay_type': 'time', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6417893790594122,0.6417896792398959
"{'activation_func': 'relu', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'random', 'epochs': 50, 'optimizer': 'sgd', 'learning_rate': 0.05, 'lr_decay_type': 'exponential', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l2', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6417893790594122,0.6417896792398959
"{'activation_func': 'relu', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'random', 'epochs': 50, 'optimizer': 'sgd', 'learning_rate': 0.05, 'lr_decay_type': 'step', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l2', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6417893790594122,0.6417896792398959
"{'activation_func': 'relu', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'xavier', 'epochs': 50, 'optimizer': 'sgd', 'learning_rate': 0.01, 'lr_decay_type': 'time', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6417893790594122,0.6417896792398959
"{'activation_func': 'relu', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'random', 'epochs': 50, 'optimizer': 'sgd', 'learning_rate': 0.05, 'lr_decay_type': 'step', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6417893790594122,0.6417896792398959
"{'activation_func': 'relu', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'random', 'epochs': 50, 'optimizer': 'sgd', 'learning_rate': 0.01, 'lr_decay_type': 'time', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l2', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6417893790594122,0.6417896792398959
"{'activation_func': 'relu', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'random', 'epochs': 50, 'optimizer': 'sgd', 'learning_rate': 0.01, 'lr_decay_type': 'time', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6417893790594122,0.6417896792398959
"{'activation_func': 'relu', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'random', 'epochs': 50, 'optimizer': 'sgd', 'learning_rate': 0.01, 'lr_decay_type': 'exponential', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l2', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6417893790594122,0.6417896792398959
"{'activation_func': 'relu', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'random', 'epochs': 50, 'optimizer': 'sgd', 'learning_rate': 0.01, 'lr_decay_type': 'exponential', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6417893790594122,0.6417896792398959
"{'activation_func': 'relu', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'random', 'epochs': 50, 'optimizer': 'sgd', 'learning_rate': 0.01, 'lr_decay_type': 'step', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l2', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6417893790594122,0.6417896792398959
"{'activation_func': 'relu', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'xavier', 'epochs': 50, 'optimizer': 'sgd', 'learning_rate': 0.01, 'lr_decay_type': 'step', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6417893790594122,0.6417896792398959
"{'activation_func': 'relu', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'xavier', 'epochs': 50, 'optimizer': 'sgd', 'learning_rate': 0.01, 'lr_decay_type': 'step', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l2', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6417893790594122,0.6417896792398959
"{'activation_func': 'relu', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'xavier', 'epochs': 50, 'optimizer': 'sgd', 'learning_rate': 0.01, 'lr_decay_type': 'exponential', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6417893790594122,0.6417896792398959
"{'activation_func': 'relu', 'hidden_layer_sizes': [20, 20, 20], 'initialization': 'random', 'epochs': 100, 'optimizer': 'sgd', 'learning_rate': 0.05, 'lr_decay_type': 'step', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l2', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6417893790594122,0.6417896792398959
"{'activation_func': 'relu', 'hidden_layer_sizes': [20, 20, 20], 'initialization': 'random', 'epochs': 100, 'optimizer': 'sgd', 'learning_rate': 0.05, 'lr_decay_type': 'step', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6417893790594122,0.6417896792398959
"{'activation_func': 'relu', 'hidden_layer_sizes': [20, 20, 20], 'initialization': 'random', 'epochs': 100, 'optimizer': 'sgd', 'learning_rate': 0.01, 'lr_decay_type': 'time', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l2', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6417893790594122,0.6417896792398959
"{'activation_func': 'relu', 'hidden_layer_sizes': [20, 20, 20], 'initialization': 'random', 'epochs': 100, 'optimizer': 'sgd', 'learning_rate': 0.01, 'lr_decay_type': 'time', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6417893790594122,0.6417896792398959
"{'activation_func': 'relu', 'hidden_layer_sizes': [20, 20, 20], 'initialization': 'he', 'epochs': 100, 'optimizer': 'sgd', 'learning_rate': 0.05, 'lr_decay_type': 'exponential', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l2', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6417893790594122,0.6417896792398959
"{'activation_func': 'relu', 'hidden_layer_sizes': [20, 20, 20], 'initialization': 'he', 'epochs': 100, 'optimizer': 'sgd', 'learning_rate': 0.05, 'lr_decay_type': 'time', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6417893790594122,0.6417896792398959
"{'activation_func': 'relu', 'hidden_layer_sizes': [20, 20, 20], 'initialization': 'he', 'epochs': 100, 'optimizer': 'sgd', 'learning_rate': 0.05, 'lr_decay_type': 'time', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l2', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6417893790594122,0.6417896792398959
"{'activation_func': 'relu', 'hidden_layer_sizes': [20, 20, 20], 'initialization': 'random', 'epochs': 50, 'optimizer': 'sgd', 'learning_rate': 0.01, 'lr_decay_type': 'step', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6417893790594122,0.6417896792398959
"{'activation_func': 'relu', 'hidden_layer_sizes': [20, 20, 20], 'initialization': 'random', 'epochs': 50, 'optimizer': 'sgd', 'learning_rate': 0.01, 'lr_decay_type': 'step', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l2', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6417893790594122,0.6417896792398959
"{'activation_func': 'relu', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'he', 'epochs': 100, 'optimizer': 'sgd', 'learning_rate': 0.05, 'lr_decay_type': 'step', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6417893790594122,0.6417896792398959
"{'activation_func': 'relu', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'he', 'epochs': 100, 'optimizer': 'sgd', 'learning_rate': 0.05, 'lr_decay_type': 'exponential', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6417893790594122,0.6417896792398959
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'xavier', 'epochs': 50, 'optimizer': 'sgd', 'learning_rate': 0.05, 'lr_decay_type': 'time', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l2', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6417893790594122,0.6417896792398959
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'he', 'epochs': 50, 'optimizer': 'sgd', 'learning_rate': 0.05, 'lr_decay_type': 'exponential', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6417893790594122,0.6417896792398959
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'he', 'epochs': 100, 'optimizer': 'adam', 'learning_rate': 0.01, 'lr_decay_type': 'step', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6417893790594122,0.6417896792398959
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'he', 'epochs': 100, 'optimizer': 'adam', 'learning_rate': 0.01, 'lr_decay_type': 'step', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l2', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6417893790594122,0.6417896792398959
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'he', 'epochs': 100, 'optimizer': 'adam', 'learning_rate': 0.01, 'lr_decay_type': 'exponential', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6417893790594122,0.6417896792398959
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'he', 'epochs': 100, 'optimizer': 'adam', 'learning_rate': 0.01, 'lr_decay_type': 'exponential', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l2', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6417893790594122,0.6417896792398959
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'he', 'epochs': 100, 'optimizer': 'adam', 'learning_rate': 0.05, 'lr_decay_type': 'step', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6417893790594122,0.6417896792398959
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'he', 'epochs': 100, 'optimizer': 'adam', 'learning_rate': 0.05, 'lr_decay_type': 'step', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l2', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.641903499570672,0.6417896792398959
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'he', 'epochs': 100, 'optimizer': 'adam', 'learning_rate': 0.05, 'lr_decay_type': 'exponential', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6417893790594122,0.6417896792398959
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'he', 'epochs': 100, 'optimizer': 'adam', 'learning_rate': 0.05, 'lr_decay_type': 'exponential', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l2', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6420937004227719,0.6417896792398959
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'he', 'epochs': 100, 'optimizer': 'sgd', 'learning_rate': 0.01, 'lr_decay_type': 'step', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6417893790594122,0.6417896792398959
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'he', 'epochs': 100, 'optimizer': 'sgd', 'learning_rate': 0.01, 'lr_decay_type': 'step', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l2', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6417893790594122,0.6417896792398959
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'he', 'epochs': 100, 'optimizer': 'sgd', 'learning_rate': 0.01, 'lr_decay_type': 'exponential', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6417893790594122,0.6417896792398959
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'he', 'epochs': 100, 'optimizer': 'sgd', 'learning_rate': 0.01, 'lr_decay_type': 'exponential', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l2', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6417893790594122,0.6417896792398959
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'he', 'epochs': 100, 'optimizer': 'sgd', 'learning_rate': 0.01, 'lr_decay_type': 'time', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6417893790594122,0.6417896792398959
"{'activation_func': 'tanh', 'hidden_layer_sizes': [20, 20, 20], 'initialization': 'xavier', 'epochs': 50, 'optimizer': 'sgd', 'learning_rate': 0.05, 'lr_decay_type': 'step', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l2', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6417893790594122,0.6417896792398959
"{'activation_func': 'tanh', 'hidden_layer_sizes': [20, 20, 20], 'initialization': 'xavier', 'epochs': 100, 'optimizer': 'sgd', 'learning_rate': 0.05, 'lr_decay_type': 'step', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l2', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6417893790594122,0.6417896792398959
"{'activation_func': 'tanh', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'xavier', 'epochs': 50, 'optimizer': 'sgd', 'learning_rate': 0.05, 'lr_decay_type': 'step', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l2', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6417893790594122,0.6417896792398959
"{'activation_func': 'tanh', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'xavier', 'epochs': 50, 'optimizer': 'sgd', 'learning_rate': 0.05, 'lr_decay_type': 'exponential', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l2', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6417893790594122,0.6417896792398959
"{'activation_func': 'tanh', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'xavier', 'epochs': 50, 'optimizer': 'sgd', 'learning_rate': 0.05, 'lr_decay_type': 'time', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l2', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6417893790594122,0.6417896792398959
"{'activation_func': 'tanh', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'xavier', 'epochs': 100, 'optimizer': 'sgd', 'learning_rate': 0.05, 'lr_decay_type': 'step', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l2', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6417893790594122,0.6417896792398959
"{'activation_func': 'relu', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'xavier', 'epochs': 100, 'optimizer': 'sgd', 'learning_rate': 0.05, 'lr_decay_type': 'time', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l2', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6417893790594122,0.6417896792398959
"{'activation_func': 'relu', 'hidden_layer_sizes': [20, 20, 20], 'initialization': 'he', 'epochs': 100, 'optimizer': 'sgd', 'learning_rate': 0.05, 'lr_decay_type': 'exponential', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6417893790594122,0.6417896792398959
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'he', 'epochs': 100, 'optimizer': 'sgd', 'learning_rate': 0.01, 'lr_decay_type': 'time', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l2', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6417893790594122,0.6417896792398959
"{'activation_func': 'sigmoid', 'hidden_layer_sizes': [50, 50, 50], 'initialization': 'he', 'epochs': 50, 'optimizer': 'sgd', 'learning_rate': 0.01, 'lr_decay_type': 'exponential', 'lr_decrease': 0.5, 'lr_epoch_drop': 5, 'alpha': 0.01, 'regularization': 'l1', 'tolerance': 0.0001, 'tolerance_counter': 10, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'random_state': 18}",75-25,"(8764, 26)",0.6417893790594122,0.6417896792398959
